,lon,lat,locality,year,month,kingdom,class,family,genus,species,new,state,country
587,10.0,57.0,Gistrup,1902,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"57.0,10.0",Region Nordjylland,Danmark
588,10.0,57.0,Gistrup,1902,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"57.0,10.0",Region Nordjylland,Danmark
591,10.0,57.0,Gistrup,1902,7.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"57.0,10.0",Region Nordjylland,Danmark
592,10.0,57.0,Gistrup,1902,7.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"57.0,10.0",Region Nordjylland,Danmark
593,10.0,57.0,Gistrup,1902,7.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"57.0,10.0",Region Nordjylland,Danmark
594,10.0,57.0,Gistrup,1902,7.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"57.0,10.0",Region Nordjylland,Danmark
595,10.0,57.0,Gistrup,1902,7.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"57.0,10.0",Region Nordjylland,Danmark
596,10.0,57.0,Gistrup,1902,7.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"57.0,10.0",Region Nordjylland,Danmark
597,10.0,57.0,Gistrup,1902,7.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"57.0,10.0",Region Nordjylland,Danmark
598,10.0,57.0,Gistrup,1902,7.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"57.0,10.0",Region Nordjylland,Danmark
599,10.0,57.0,Gistrup,1902,7.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"57.0,10.0",Region Nordjylland,Danmark
634,-7.26,62.0946,Vatnsoyrar,1902,7.0,Chromista,Phaeophyceae,Fucaceae,Pelvetia,Pelvetia canaliculata,"62.0946,-7.26",Vága sýsla,Føroyar
644,10.0,57.0,Gistrup,1902,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"57.0,10.0",Region Nordjylland,Danmark
646,-6.82,62.05,Hvítanes,1902,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"62.05,-6.82",Streymoyar sýsla,Føroyar
647,-6.82,62.05,Hvítanes,1902,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"62.05,-6.82",Streymoyar sýsla,Føroyar
653,10.0,57.0,Gistrup,1902,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"57.0,10.0",Region Nordjylland,Danmark
663,-6.97,61.58,Hvalba,1902,8.0,Chromista,Phaeophyceae,Fucaceae,Pelvetia,Pelvetia canaliculata,"61.58,-6.97",Suðuroyar sýsla,Føroyar
673,-6.9667,61.5833,Hvalba,1902,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"61.5833,-6.9667",Suðuroyar sýsla,Føroyar
676,-6.8639,62.0561,Kaldbaksbotnur,1902,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"62.0561,-6.8639",Streymoyar sýsla,Føroyar
694,-70.8393,41.3515,Aquinnah,1902,8.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"41.3515,-70.8393",Massachusetts,United States
695,-70.8393,41.3515,Aquinnah,1902,8.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"41.3515,-70.8393",Massachusetts,United States
707,-70.7963,41.651,Mattapoisett,1902,9.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.651,-70.7963",Massachusetts,United States
708,-70.7963,41.651,Mattapoisett,1902,9.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.651,-70.7963",Massachusetts,United States
709,-70.7963,41.651,Mattapoisett,1902,9.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.651,-70.7963",Massachusetts,United States
711,-70.7963,41.651,Mattapoisett,1902,9.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.651,-70.7963",Massachusetts,United States
712,-70.8108,41.6511,Mattapoisett,1902,9.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.6511,-70.8108",Massachusetts,United States
713,-70.8108,41.6511,Mattapoisett,1902,9.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.6511,-70.8108",Massachusetts,United States
714,-70.8114,41.6506,Mattapoisett,1902,9.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.6506,-70.8114",Massachusetts,United States
718,-70.8114,41.6506,Mattapoisett,1902,9.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.6506,-70.8114",Massachusetts,United States
719,-6.72,62.12,Saltangará,1902,11.0,Chromista,Phaeophyceae,Alariaceae,Alaria,Alaria esculenta,"62.12,-6.72",Eysturoyar sýsla,Føroyar
720,-6.72,62.12,Saltangará,1902,11.0,Chromista,Phaeophyceae,Alariaceae,Alaria,Alaria esculenta,"62.12,-6.72",Eysturoyar sýsla,Føroyar
721,-6.72,62.12,Saltangará,1902,11.0,Chromista,Phaeophyceae,Alariaceae,Alaria,Alaria esculenta,"62.12,-6.72",Eysturoyar sýsla,Føroyar
723,-6.72,62.12,Saltangará,1902,11.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"62.12,-6.72",Eysturoyar sýsla,Føroyar
724,-6.72,62.12,Saltangará,1902,11.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"62.12,-6.72",Eysturoyar sýsla,Føroyar
731,-70.6828,41.5168,Woods Hole,1902,,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"41.5168,-70.6828",Massachusetts,United States
734,-62.4768,46.0188,Beach Point,1903,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"46.0188,-62.4768",Prince Edward Island,Canada
735,-59.689,46.0296,Scatarie Island,1903,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"46.0296,-59.689",Nova Scotia,Canada
736,-61.5739,45.6511,Linwood,1903,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"45.6511,-61.5739",Nova Scotia,Canada
738,12.0,56.0,Asserbo,1903,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"56.0,12.0",Region Hovedstaden,Danmark
781,10.0,57.0,Gistrup,1903,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"57.0,10.0",Region Nordjylland,Danmark
782,10.0,57.0,Gistrup,1903,7.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,10.0",Region Nordjylland,Danmark
820,9.0,57.0,Øsløs,1903,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"57.0,9.0",Region Nordjylland,Danmark
821,10.0,57.0,Gistrup,1903,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"57.0,10.0",Region Nordjylland,Danmark
822,10.0,57.0,Gistrup,1903,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"57.0,10.0",Region Nordjylland,Danmark
823,9.0,57.0,Øsløs,1903,8.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"57.0,9.0",Region Nordjylland,Danmark
836,12.0,56.0,Asserbo,1903,12.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"56.0,12.0",Region Hovedstaden,Danmark
856,0.9137,51.2085,Boughton Aluph,1904,4.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"51.2085,0.9137",England,United Kingdom
857,-70.6042,42.657,Rockport,1904,4.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"42.657,-70.6042",Massachusetts,United States
875,10.0,55.0,Fynshav,1904,6.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"55.0,10.0",Region Syddanmark,Danmark
897,-155.8975,19.3799,Ho‘okena,1904,6.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"19.3799,-155.8975",Hawaii,United States
898,-70.6612,41.5293,Woods Hole,1904,6.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.5293,-70.6612",Massachusetts,United States
900,-70.6703,41.5259,Woods Hole,1904,6.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"41.5259,-70.6703",Massachusetts,United States
914,10.0,57.0,Gistrup,1904,7.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"57.0,10.0",Region Nordjylland,Danmark
918,10.0,57.0,Gistrup,1904,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"57.0,10.0",Region Nordjylland,Danmark
919,10.0,57.0,Gistrup,1904,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"57.0,10.0",Region Nordjylland,Danmark
920,10.0,57.0,Gistrup,1904,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"57.0,10.0",Region Nordjylland,Danmark
927,10.0,57.0,Gistrup,1904,7.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,10.0",Region Nordjylland,Danmark
928,10.0,57.0,Gistrup,1904,7.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,10.0",Region Nordjylland,Danmark
930,10.0,57.0,Gistrup,1904,7.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea,"57.0,10.0",Region Nordjylland,Danmark
932,10.0,57.0,Gistrup,1904,7.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"57.0,10.0",Region Nordjylland,Danmark
936,10.0,57.0,Gistrup,1904,7.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"57.0,10.0",Region Nordjylland,Danmark
961,-70.6785,41.5233,Woods Hole,1904,7.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"41.5233,-70.6785",Massachusetts,United States
962,-70.7557,41.4834,Gosnold,1904,7.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"41.4834,-70.7557",Massachusetts,United States
964,-70.6785,41.5233,Woods Hole,1904,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.5233,-70.6785",Massachusetts,United States
971,9.0,57.0,Øsløs,1904,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"57.0,9.0",Region Nordjylland,Danmark
972,9.0,57.0,Øsløs,1904,8.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,9.0",Region Nordjylland,Danmark
973,9.0,57.0,Øsløs,1904,8.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,9.0",Region Nordjylland,Danmark
974,9.0,57.0,Øsløs,1904,8.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,9.0",Region Nordjylland,Danmark
975,9.0,57.0,Øsløs,1904,8.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,9.0",Region Nordjylland,Danmark
976,9.0,57.0,Øsløs,1904,8.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,9.0",Region Nordjylland,Danmark
977,9.0,57.0,Øsløs,1904,8.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,9.0",Region Nordjylland,Danmark
978,9.0,57.0,Øsløs,1904,8.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,9.0",Region Nordjylland,Danmark
979,9.0,57.0,Øsløs,1904,8.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,9.0",Region Nordjylland,Danmark
980,9.0,57.0,Øsløs,1904,8.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,9.0",Region Nordjylland,Danmark
981,9.0,57.0,Øsløs,1904,8.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,9.0",Region Nordjylland,Danmark
982,10.0,57.0,Gistrup,1904,8.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"57.0,10.0",Region Nordjylland,Danmark
983,9.0,57.0,Øsløs,1904,8.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea,"57.0,9.0",Region Nordjylland,Danmark
984,9.0,57.0,Øsløs,1904,8.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea,"57.0,9.0",Region Nordjylland,Danmark
985,9.0,57.0,Øsløs,1904,8.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea,"57.0,9.0",Region Nordjylland,Danmark
986,9.0,57.0,Øsløs,1904,8.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea,"57.0,9.0",Region Nordjylland,Danmark
987,9.0,57.0,Øsløs,1904,8.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"57.0,9.0",Region Nordjylland,Danmark
1004,-151.7114,59.4381,Seldovia,1904,8.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"59.4381,-151.7114",Alaska,United States
1005,-151.7114,59.4381,Seldovia,1904,8.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"59.4381,-151.7114",Alaska,United States
1006,-70.6718,41.5257,Woods Hole,1904,8.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"41.5257,-70.6718",Massachusetts,United States
1007,-70.6718,41.5257,Woods Hole,1904,8.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"41.5257,-70.6718",Massachusetts,United States
1009,-70.6718,41.5257,Woods Hole,1904,8.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"41.5257,-70.6718",Massachusetts,United States
1011,-70.8393,41.3515,Aquinnah,1904,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.3515,-70.8393",Massachusetts,United States
1013,-70.8148,41.2561,Chilmark,1904,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.2561,-70.8148",Massachusetts,United States
1014,-70.8148,41.2561,Chilmark,1904,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.2561,-70.8148",Massachusetts,United States
1015,-70.8393,41.3515,Aquinnah,1904,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.3515,-70.8393",Massachusetts,United States
1016,-70.8393,41.3515,Aquinnah,1904,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.3515,-70.8393",Massachusetts,United States
1027,10.0,57.0,Gistrup,1904,11.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"57.0,10.0",Region Nordjylland,Danmark
1028,10.0,57.0,Gistrup,1904,11.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,10.0",Region Nordjylland,Danmark
1029,10.0,57.0,Gistrup,1904,11.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,10.0",Region Nordjylland,Danmark
1030,10.0,57.0,Gistrup,1904,11.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"57.0,10.0",Region Nordjylland,Danmark
1045,-3.4045,54.3556,Ravenglass,1905,3.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"54.3556,-3.4045",England,United Kingdom
1049,12.0,56.0,Asserbo,1905,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"56.0,12.0",Region Hovedstaden,Danmark
1050,12.0,56.0,Asserbo,1905,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"56.0,12.0",Region Hovedstaden,Danmark
1051,-4.5263,53.224,Rhosneigr,1905,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"53.224,-4.5263",Cymru / Wales,United Kingdom
1055,12.0,56.0,Asserbo,1905,6.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"56.0,12.0",Region Hovedstaden,Danmark
1056,10.0,57.0,Gistrup,1905,6.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,10.0",Region Nordjylland,Danmark
1057,10.0,57.0,Gistrup,1905,6.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,10.0",Region Nordjylland,Danmark
1059,10.0,57.0,Gistrup,1905,6.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,10.0",Region Nordjylland,Danmark
1060,10.0,57.0,Gistrup,1905,6.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea,"57.0,10.0",Region Nordjylland,Danmark
1061,12.0,56.0,Asserbo,1905,6.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"56.0,12.0",Region Hovedstaden,Danmark
1106,10.0,57.0,Gistrup,1905,7.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"57.0,10.0",Region Nordjylland,Danmark
1107,10.0,57.0,Gistrup,1905,7.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"57.0,10.0",Region Nordjylland,Danmark
1110,10.0,57.0,Gistrup,1905,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"57.0,10.0",Region Nordjylland,Danmark
1114,10.0,57.0,Gistrup,1905,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"57.0,10.0",Region Nordjylland,Danmark
1120,10.0,57.0,Gistrup,1905,7.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,10.0",Region Nordjylland,Danmark
1122,8.3,56.55,Lemvig,1905,7.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"56.55,8.3",Region Midtjylland,Danmark
1127,10.0,57.0,Gistrup,1905,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"57.0,10.0",Region Nordjylland,Danmark
1150,-70.1106,47.6611,Cap-à-l'Aigle,1905,7.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"47.6611,-70.1106",Québec,Canada
1169,8.42,55.45,Nordby,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"55.45,8.42",Region Syddanmark,Danmark
1170,8.42,55.45,Nordby,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"55.45,8.42",Region Syddanmark,Danmark
1171,8.42,55.45,Nordby,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"55.45,8.42",Region Syddanmark,Danmark
1172,8.42,55.45,Nordby,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"55.45,8.42",Region Syddanmark,Danmark
1173,8.42,55.45,Nordby,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"55.45,8.42",Region Syddanmark,Danmark
1174,8.42,55.45,Nordby,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"55.45,8.42",Region Syddanmark,Danmark
1175,8.42,55.45,Nordby,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"55.45,8.42",Region Syddanmark,Danmark
1249,-70.9189,42.4265,Nahant,1905,11.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"42.4265,-70.9189",Massachusetts,United States
1250,-70.9189,42.4265,Nahant,1905,11.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"42.4265,-70.9189",Massachusetts,United States
1283,10.0,57.0,Gistrup,1906,4.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"57.0,10.0",Region Nordjylland,Danmark
1284,10.0,57.0,Gistrup,1906,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"57.0,10.0",Region Nordjylland,Danmark
1285,9.0,57.0,Øsløs,1906,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"57.0,9.0",Region Nordjylland,Danmark
1286,9.0,57.0,Øsløs,1906,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"57.0,9.0",Region Nordjylland,Danmark
1287,9.0,57.0,Øsløs,1906,4.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea,"57.0,9.0",Region Nordjylland,Danmark
1289,10.0,57.0,Gistrup,1906,4.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"57.0,10.0",Region Nordjylland,Danmark
1290,10.0,57.0,Gistrup,1906,4.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"57.0,10.0",Region Nordjylland,Danmark
1291,10.0,57.0,Gistrup,1906,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"57.0,10.0",Region Nordjylland,Danmark
1292,9.0,57.0,Øsløs,1906,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"57.0,9.0",Region Nordjylland,Danmark
1293,10.0,57.0,Gistrup,1906,4.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"57.0,10.0",Region Nordjylland,Danmark
1294,9.0,57.0,Øsløs,1906,4.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"57.0,9.0",Region Nordjylland,Danmark
1365,10.0,55.0,Fynshav,1906,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"55.0,10.0",Region Syddanmark,Danmark
1387,10.0,55.0,Fynshav,1906,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"55.0,10.0",Region Syddanmark,Danmark
1388,10.0,55.0,Fynshav,1906,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"55.0,10.0",Region Syddanmark,Danmark
1389,10.0,55.0,Fynshav,1906,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"55.0,10.0",Region Syddanmark,Danmark
1390,10.0,55.0,Fynshav,1906,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"55.0,10.0",Region Syddanmark,Danmark
1391,10.0,55.0,Fynshav,1906,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"55.0,10.0",Region Syddanmark,Danmark
1392,10.0,55.0,Fynshav,1906,8.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"55.0,10.0",Region Syddanmark,Danmark
1393,10.0,55.0,Fynshav,1906,8.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"55.0,10.0",Region Syddanmark,Danmark
1396,10.0,55.0,Fynshav,1906,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"55.0,10.0",Region Syddanmark,Danmark
1397,10.0,55.0,Fynshav,1906,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"55.0,10.0",Region Syddanmark,Danmark
1398,10.0,55.0,Fynshav,1906,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"55.0,10.0",Region Syddanmark,Danmark
1399,10.0,55.0,Fynshav,1906,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"55.0,10.0",Region Syddanmark,Danmark
1424,1.0006,51.0273,Dymchurch,1906,11.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"51.0273,1.0006",England,United Kingdom
1425,12.0,56.0,Asserbo,1906,,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"56.0,12.0",Region Hovedstaden,Danmark
1426,12.0,56.0,Asserbo,1906,,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"56.0,12.0",Region Hovedstaden,Danmark
1427,12.0,56.0,Asserbo,1906,,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"56.0,12.0",Region Hovedstaden,Danmark
1428,12.0,56.0,Asserbo,1906,,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"56.0,12.0",Region Hovedstaden,Danmark
1435,-70.6742,41.5247,Woods Hole,1907,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.5247,-70.6742",Massachusetts,United States
1436,-70.6742,41.5247,Woods Hole,1907,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.5247,-70.6742",Massachusetts,United States
1437,-70.6742,41.5247,Woods Hole,1907,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.5247,-70.6742",Massachusetts,United States
1443,-125.5464,48.9416,Ucluelet,1907,6.0,Chromista,Phaeophyceae,Fucaceae,Fucus,,"48.9416,-125.5464",British Columbia,Canada
1444,-125.5464,48.9416,Ucluelet,1907,6.0,Chromista,Phaeophyceae,Fucaceae,Fucus,,"48.9416,-125.5464",British Columbia,Canada
1445,-70.6612,41.5293,Woods Hole,1907,6.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"41.5293,-70.6612",Massachusetts,United States
1451,10.0,57.0,Gistrup,1907,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"57.0,10.0",Region Nordjylland,Danmark
1452,10.0,57.0,Gistrup,1907,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"57.0,10.0",Region Nordjylland,Danmark
1453,10.0,57.0,Gistrup,1907,7.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,10.0",Region Nordjylland,Danmark
1454,10.0,57.0,Gistrup,1907,7.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,10.0",Region Nordjylland,Danmark
1455,10.0,57.0,Gistrup,1907,7.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,10.0",Region Nordjylland,Danmark
1457,10.0,57.0,Gistrup,1907,7.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"57.0,10.0",Region Nordjylland,Danmark
1465,-70.6612,41.5293,Woods Hole,1907,7.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"41.5293,-70.6612",Massachusetts,United States
1466,-70.6612,41.5293,Woods Hole,1907,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"41.5293,-70.6612",Massachusetts,United States
